Id,SalePrice
1461,121897.484
1462,142813.61
1463,159278.55
1464,173017.48
1465,156882.83
1466,170286.33
1467,170843.81
1468,162094.02
1469,163933.72
1470,126478.69
1471,176762.86
1472,108602.89
1473,107026.79
1474,117733.086
1475,103238.086
1476,252580.55
1477,213074.38
1478,219080.97
1479,216516.22
1480,287362.25
1481,237951.03
1482,178480.78
1483,179419.86
1484,155935.05
1485,189463.89
1486,205907.36
1487,236199.86
1488,205339.34
1489,179743.84
1490,201005.58
1491,184141.12
1492,105580.82
1493,171602.56
1494,236397.81
1495,222034.06
1496,191986.55
1497,163505.22
1498,157279.27
1499,159339.4
1500,153557.58
1501,176971.22
1502,148588.92
1503,214156.28
1504,194224.25
1505,192515.72
1506,166849.81
1507,193494.6
1508,174544.3
1509,136508.28
1510,149392.11
1511,146895.61
1512,167815.56
1513,125293.305
1514,163541.4
1515,181775.72
1516,154171.98
1517,154410.86
1518,132168.48
1519,193212.94
1520,131944.75
1521,139241.89
1522,164329.98
1523,102532.01
1524,110723.78
1525,121263.75
1526,112172.02
1527,111046.88
1528,130304.375
1529,154025.56
1530,176211.45
1531,110183.3
1532,91775.33
1533,130535.65
1534,126907.66
1535,144228.08
1536,115417.04
1537,60707.555
1538,150782.55
1539,162066.08
1540,106117.92
1541,135431.88
1542,145317.86
1543,142955.33
1544,89443.125
1545,106748.94
1546,135499.08
1547,142350.75
1548,125248.57
1549,127677.48
1550,132613.92
1551,111335.61
1552,130516.92
1553,135887.67
1554,131486.95
1555,169578.23
1556,94938.52
1557,108671.01
1558,111578.98
1559,87031.05
1560,139331.19
1561,127433.5
1562,137692.66
1563,122017.484
1564,147912.75
1565,147005.72
1566,199974.03
1567,86135.86
1568,213390.08
1569,134940.52
1570,126509.945
1571,110611.61
1572,139493.31
1573,198088.02
1574,126456.48
1575,195976.61
1576,197357.55
1577,167055.84
1578,139589.12
1579,126982.17
1580,172717.34
1581,141330.12
1582,120408.81
1583,239441.75
1584,198592.36
1585,147013.12
1586,84163.49
1587,108254.13
1588,142956.84
1589,104883.25
1590,137129.05
1591,80196.97
1592,128315.56
1593,135461.67
1594,118358.57
1595,112568.18
1596,186556.83
1597,174716.0
1598,205001.75
1599,150596.33
1600,134374.92
1601,46174.34
1602,87780.23
1603,91594.35
1604,217370.48
1605,190209.56
1606,147443.7
1607,163186.62
1608,193143.7
1609,177093.06
1610,178662.9
1611,130898.61
1612,170670.69
1613,158696.06
1614,126162.8
1615,77544.53
1616,84455.875
1617,92267.07
1618,124903.92
1619,138891.14
1620,158808.77
1621,142592.1
1622,146324.6
1623,207773.58
1624,191326.17
1625,116394.15
1626,183626.47
1627,176828.08
1628,233376.77
1629,177392.67
1630,247110.14
1631,194265.69
1632,199119.88
1633,175813.31
1634,165788.33
1635,164649.98
1636,151926.38
1637,153990.11
1638,179116.83
1639,177858.66
1640,220482.34
1641,176551.08
1642,204704.84
1643,198410.27
1644,192843.69
1645,193363.05
1646,156670.0
1647,149803.92
1648,133540.48
1649,133178.0
1650,114526.47
1651,115747.836
1652,103589.28
1653,113550.76
1654,136194.39
1655,121813.67
1656,114115.22
1657,129372.11
1658,131382.97
1659,100599.46
1660,148680.23
1661,305249.56
1662,240126.45
1663,250195.19
1664,305245.62
1665,234673.61
1666,238076.92
1667,263833.53
1668,239186.97
1669,225700.25
1670,243519.75
1671,223929.33
1672,278857.28
1673,255228.98
1674,209937.9
1675,177078.81
1676,170572.38
1677,192950.69
1678,293002.84
1679,261817.39
1680,223264.31
1681,206047.58
1682,235308.4
1683,179810.78
1684,177881.61
1685,171923.7
1686,161664.27
1687,190251.05
1688,208446.11
1689,183528.44
1690,180301.11
1691,174260.36
1692,225122.17
1693,179436.06
1694,162525.23
1695,180913.75
1696,241065.77
1697,184545.48
1698,265117.8
1699,233151.14
1700,205635.3
1701,212779.0
1702,211781.1
1703,213929.64
1704,221848.88
1705,200675.48
1706,275176.62
1707,194047.2
1708,184264.4
1709,223930.34
1710,189207.81
1711,213234.92
1712,217100.36
1713,213050.52
1714,187730.81
1715,175901.06
1716,187397.28
1717,173468.88
1718,142157.28
1719,217143.31
1720,199231.16
1721,172071.81
1722,137096.3
1723,157447.2
1724,186332.84
1725,194434.16
1726,165738.16
1727,158721.78
1728,181527.19
1729,164951.05
1730,138345.62
1731,121324.586
1732,122975.88
1733,107413.18
1734,114769.06
1735,132385.94
1736,109270.766
1737,235399.62
1738,192444.4
1739,219291.3
1740,199121.08
1741,179645.05
1742,159810.94
1743,163894.4
1744,237973.72
1745,202174.72
1746,182643.05
1747,180390.78
1748,192677.1
1749,153085.52
1750,129838.09
1751,196424.72
1752,120835.24
1753,139323.48
1754,177641.8
1755,157756.4
1756,117809.18
1757,113930.8
1758,134046.62
1759,151924.72
1760,151577.25
1761,172592.25
1762,150143.69
1763,189169.14
1764,121542.484
1765,147975.31
1766,186090.9
1767,181855.98
1768,134440.88
1769,149589.17
1770,140251.89
1771,125709.39
1772,122105.66
1773,123938.76
1774,152940.66
1775,125382.31
1776,118226.16
1777,116692.07
1778,123468.67
1779,115280.51
1780,145397.67
1781,110063.23
1782,80333.51
1783,145051.02
1784,112977.98
1785,116613.79
1786,142745.61
1787,157577.06
1788,62351.25
1789,111358.62
1790,98196.28
1791,180440.27
1792,145759.83
1793,143670.98
1794,143706.94
1795,150244.03
1796,127616.31
1797,118859.125
1798,125921.44
1799,110424.31
1800,115676.45
1801,128372.28
1802,136785.62
1803,148360.88
1804,123528.68
1805,141388.08
1806,128345.19
1807,134118.6
1808,119769.98
1809,121899.29
1810,122484.445
1811,89388.305
1812,89546.57
1813,109541.15
1814,90969.24
1815,47082.27
1816,99461.96
1817,108591.984
1818,149269.69
1819,131560.97
1820,80382.32
1821,112144.25
1822,145796.56
1823,41010.824
1824,133917.14
1825,128236.15
1826,119667.97
1827,109495.98
1828,127246.82
1829,113319.945
1830,130455.58
1831,142318.88
1832,86464.31
1833,114331.02
1834,118194.54
1835,113174.81
1836,114371.91
1837,79133.88
1838,120766.305
1839,99003.56
1840,146130.53
1841,133473.64
1842,99967.69
1843,131564.61
1844,148064.2
1845,133717.03
1846,136148.39
1847,153486.27
1848,47643.793
1849,95787.164
1850,114656.195
1851,120198.805
1852,124432.56
1853,137937.1
1854,150413.16
1855,144453.19
1856,192069.14
1857,126045.195
1858,140195.22
1859,108928.164
1860,152351.56
1861,108216.61
1862,248242.92
1863,245128.02
1864,245138.05
1865,236955.86
1866,236097.53
1867,198164.5
1868,228738.16
1869,184048.1
1870,197551.97
1871,202245.89
1872,179539.23
1873,186885.69
1874,150186.62
1875,181693.08
1876,176561.31
1877,188481.75
1878,175863.28
1879,122189.15
1880,125906.78
1881,200782.47
1882,231790.34
1883,178154.16
1884,185351.22
1885,202802.89
1886,225223.08
1887,185188.72
1888,219461.44
1889,201810.55
1890,118862.91
1891,134035.64
1892,104248.05
1893,133860.36
1894,128149.25
1895,139945.47
1896,132052.34
1897,137179.3
1898,111589.664
1899,161449.53
1900,148140.44
1901,142211.19
1902,140456.44
1903,172495.27
1904,146178.69
1905,186121.05
1906,133237.7
1907,197334.1
1908,117856.75
1909,134125.52
1910,122680.5
1911,204087.12
1912,227858.22
1913,125853.39
1914,76760.28
1915,228718.94
1916,39801.098
1917,228344.55
1918,134873.97
1919,142495.48
1920,152004.61
1921,263382.44
1922,229244.77
1923,212143.78
1924,219397.14
