Id,SalePrice
1461,121177.586
1462,141953.86
1463,156707.27
1464,170152.86
1465,158267.95
1466,168106.17
1467,172937.97
1468,159526.78
1469,164773.27
1470,127682.95
1471,177473.52
1472,108053.414
1473,103073.65
1474,118169.15
1475,105040.805
1476,253053.83
1477,214551.4
1478,218960.3
1479,214732.11
1480,291826.78
1481,240383.11
1482,176321.64
1483,178403.05
1484,153150.23
1485,190574.55
1486,207836.48
1487,234330.64
1488,207035.44
1489,180391.14
1490,202724.38
1491,183022.84
1492,104503.336
1493,170722.31
1494,237331.97
1495,224002.69
1496,193133.94
1497,162731.66
1498,154520.0
1499,158786.03
1500,149328.31
1501,175517.81
1502,147586.83
1503,218817.78
1504,195597.06
1505,193846.05
1506,164992.97
1507,193855.6
1508,176659.3
1509,138412.34
1510,147092.12
1511,148273.05
1512,168937.5
1513,121250.305
1514,168281.42
1515,179037.72
1516,154648.7
1517,156286.33
1518,128488.625
1519,195151.39
1520,132847.16
1521,139743.95
1522,163777.22
1523,100910.25
1524,112683.41
1525,123173.86
1526,111770.6
1527,104953.164
1528,134384.95
1529,152357.75
1530,182126.12
1531,104380.45
1532,94156.03
1533,135601.38
1534,129268.22
1535,144274.66
1536,113825.19
1537,54007.566
1538,155131.53
1539,162997.84
1540,109685.83
1541,136380.05
1542,146682.36
1543,150994.16
1544,89686.4
1545,109567.055
1546,134410.19
1547,140370.03
1548,128096.27
1549,128278.3
1550,131769.14
1551,113621.1
1552,123905.49
1553,138636.28
1554,133813.89
1555,166828.86
1556,92468.54
1557,114444.67
1558,116772.63
1559,83099.06
1560,140475.17
1561,129366.64
1562,136031.27
1563,119989.73
1564,148370.05
1565,143094.69
1566,207052.72
1567,82021.36
1568,216684.66
1569,134893.16
1570,122960.35
1571,107587.58
1572,145522.36
1573,199672.61
1574,123612.02
1575,202667.48
1576,192525.28
1577,164895.36
1578,137836.39
1579,129034.055
1580,174481.62
1581,138334.78
1582,119423.33
1583,243137.69
1584,197230.66
1585,145908.9
1586,83415.31
1587,103716.14
1588,144998.11
1589,103800.59
1590,139275.34
1591,74847.95
1592,128489.5
1593,137140.8
1594,121345.12
1595,108977.625
1596,190915.03
1597,174679.44
1598,212910.16
1599,154555.61
1600,134000.06
1601,40858.59
1602,88338.98
1603,85429.73
1604,222020.12
1605,190618.16
1606,147654.66
1607,161178.12
1608,190846.05
1609,177585.23
1610,182021.66
1611,129087.97
1612,168140.39
1613,153982.42
1614,127558.0
1615,74471.44
1616,80032.62
1617,88032.695
1618,124168.8
1619,138474.81
1620,154653.95
1621,140033.42
1622,149905.95
1623,210073.84
1624,190457.8
1625,119480.47
1626,185389.16
1627,177712.97
1628,235964.23
1629,178352.94
1630,253905.45
1631,201899.22
1632,203480.19
1633,177014.44
1634,162698.5
1635,162884.28
1636,144877.16
